filename,partition,semantic_label,numeric_label
00230.jpg,train,Horror,3
00231.jpg,train,Horror,3
00232.jpg,train,Documentary,2
00233.jpg,train,Action,0
00234.jpg,train,Horror,3
00235.jpg,train,Horror,3
00236.jpg,train,Horror,3
00237.jpg,train,Documentary,2
00238.jpg,train,Action,0
00239.jpg,train,Romance,4
00240.jpg,train,Horror,3
00241.jpg,train,Action,0
00242.jpg,train,Action,0
00243.jpg,train,Action,0
00244.jpg,train,Horror,3
00245.jpg,train,Horror,3
00246.jpg,train,Documentary,2
00247.jpg,train,Romance,4
00248.jpg,train,Romance,4
00249.jpg,train,Romance,4
00250.jpg,train,Romance,4
00251.jpg,train,Horror,3
00252.jpg,train,Action,0
00253.jpg,train,Romance,4
00254.jpg,train,Animation,1
00255.jpg,train,Horror,3
00256.jpg,train,Animation,1
00257.jpg,train,Action,0
00258.jpg,train,Action,0
00259.jpg,train,Documentary,2
00260.jpg,train,Action,0
00261.jpg,train,Horror,3
00262.jpg,train,Documentary,2
00263.jpg,train,Documentary,2
00264.jpg,train,Horror,3
00265.jpg,train,Animation,1
00266.jpg,train,Documentary,2
00267.jpg,train,Animation,1
00268.jpg,train,Documentary,2
00269.jpg,train,Animation,1
00270.jpg,train,Documentary,2
00271.jpg,train,Romance,4
00272.jpg,train,Documentary,2
00273.jpg,train,Action,0
00274.jpg,train,Action,0
00275.jpg,train,Horror,3
00276.jpg,train,Animation,1
00277.jpg,train,Romance,4
00278.jpg,train,Animation,1
00279.jpg,train,Animation,1
00280.jpg,train,Documentary,2
00281.jpg,train,Documentary,2
00282.jpg,train,Animation,1
00283.jpg,train,Documentary,2
00284.jpg,train,Action,0
00285.jpg,train,Action,0
00286.jpg,train,Animation,1
00287.jpg,train,Horror,3
00288.jpg,train,Action,0
00289.jpg,train,Horror,3
00290.jpg,train,Action,0
00291.jpg,train,Action,0
00292.jpg,train,Animation,1
00293.jpg,train,Action,0
00294.jpg,train,Animation,1
00295.jpg,train,Documentary,2
00296.jpg,train,Action,0
00297.jpg,train,Romance,4
00298.jpg,train,Documentary,2
00299.jpg,train,Animation,1
00300.jpg,train,Horror,3
00301.jpg,train,Action,0
00302.jpg,train,Horror,3
00303.jpg,train,Animation,1
00304.jpg,train,Horror,3
00305.jpg,train,Documentary,2
00306.jpg,train,Documentary,2
00307.jpg,train,Romance,4
00308.jpg,train,Animation,1
00309.jpg,train,Action,0
00310.jpg,train,Romance,4
00311.jpg,train,Action,0
00312.jpg,train,Action,0
00313.jpg,train,Animation,1
00314.jpg,train,Animation,1
00315.jpg,train,Animation,1
00316.jpg,train,Action,0
00317.jpg,train,Horror,3
00318.jpg,train,Animation,1
00319.jpg,train,Documentary,2
00320.jpg,train,Documentary,2
00321.jpg,train,Animation,1
00322.jpg,train,Documentary,2
00323.jpg,train,Horror,3
00324.jpg,train,Horror,3
00325.jpg,train,Horror,3
00326.jpg,train,Romance,4
00327.jpg,train,Horror,3
00328.jpg,train,Horror,3
00329.jpg,train,Action,0
00330.jpg,train,Horror,3
00331.jpg,train,Documentary,2
00332.jpg,train,Documentary,2
00333.jpg,train,Animation,1
00334.jpg,train,Horror,3
00335.jpg,train,Documentary,2
00336.jpg,train,Horror,3
00337.jpg,train,Horror,3
00338.jpg,train,Animation,1
00339.jpg,train,Animation,1
00340.jpg,train,Romance,4
00341.jpg,train,Documentary,2
00342.jpg,train,Animation,1
00343.jpg,train,Horror,3
00344.jpg,train,Horror,3
00345.jpg,train,Action,0
00346.jpg,train,Documentary,2
00347.jpg,train,Romance,4
00348.jpg,train,Action,0
00349.jpg,train,Horror,3
00350.jpg,train,Horror,3
00351.jpg,train,Documentary,2
00352.jpg,train,Animation,1
00353.jpg,train,Documentary,2
00354.jpg,train,Animation,1
00355.jpg,train,Horror,3
00356.jpg,train,Documentary,2
00357.jpg,train,Action,0
00358.jpg,train,Documentary,2
00359.jpg,train,Action,0
00360.jpg,train,Documentary,2
00361.jpg,train,Action,0
00362.jpg,train,Romance,4
00363.jpg,train,Action,0
00364.jpg,train,Animation,1
00365.jpg,train,Horror,3
00366.jpg,train,Animation,1
00367.jpg,train,Romance,4
00368.jpg,train,Animation,1
00369.jpg,train,Documentary,2
00370.jpg,train,Romance,4
00371.jpg,train,Documentary,2
00372.jpg,train,Horror,3
00373.jpg,train,Documentary,2
00374.jpg,train,Action,0
00375.jpg,train,Documentary,2
00376.jpg,train,Romance,4
00377.jpg,train,Animation,1
00378.jpg,train,Animation,1
00379.jpg,train,Horror,3
00380.jpg,train,Action,0
00381.jpg,train,Horror,3
00382.jpg,train,Romance,4
00383.jpg,train,Animation,1
00384.jpg,train,Horror,3
00385.jpg,train,Horror,3
00386.jpg,train,Romance,4
00387.jpg,train,Action,0
00388.jpg,train,Horror,3
00389.jpg,train,Documentary,2
00390.jpg,train,Animation,1
00391.jpg,train,Romance,4
00392.jpg,train,Animation,1
00393.jpg,train,Action,0
00394.jpg,train,Romance,4
00395.jpg,train,Horror,3
00396.jpg,train,Horror,3
00397.jpg,train,Action,0
00398.jpg,train,Documentary,2
00399.jpg,train,Horror,3
00400.jpg,train,Animation,1
00401.jpg,train,Horror,3
00402.jpg,train,Documentary,2
00403.jpg,train,Action,0
00404.jpg,train,Horror,3
00405.jpg,train,Romance,4
00406.jpg,train,Horror,3
00407.jpg,train,Documentary,2
00408.jpg,train,Romance,4
00409.jpg,train,Romance,4
00410.jpg,train,Romance,4
00411.jpg,train,Documentary,2
00412.jpg,train,Animation,1
00413.jpg,train,Animation,1
00414.jpg,train,Romance,4
00415.jpg,train,Documentary,2
00416.jpg,train,Animation,1
00417.jpg,train,Animation,1
00418.jpg,train,Romance,4
00419.jpg,train,Animation,1
00420.jpg,train,Horror,3
00421.jpg,train,Documentary,2
00422.jpg,train,Action,0
00423.jpg,train,Romance,4
00424.jpg,train,Horror,3
00425.jpg,train,Animation,1
00426.jpg,train,Horror,3
00427.jpg,train,Romance,4
00428.jpg,train,Documentary,2
00429.jpg,train,Action,0
00430.jpg,train,Action,0
00431.jpg,train,Action,0
00432.jpg,train,Horror,3
00433.jpg,train,Action,0
00434.jpg,train,Animation,1
00435.jpg,train,Horror,3
00436.jpg,train,Horror,3
00437.jpg,train,Animation,1
00438.jpg,train,Action,0
00439.jpg,train,Action,0
00440.jpg,train,Horror,3
00441.jpg,train,Documentary,2
00442.jpg,train,Horror,3
00443.jpg,train,Romance,4
00444.jpg,train,Horror,3
00445.jpg,train,Horror,3
00446.jpg,train,Animation,1
00447.jpg,train,Documentary,2
00448.jpg,train,Romance,4
00449.jpg,train,Documentary,2
00450.jpg,train,Animation,1
00451.jpg,train,Horror,3
00452.jpg,train,Romance,4
00453.jpg,train,Horror,3
00454.jpg,train,Horror,3
00455.jpg,train,Romance,4
00456.jpg,train,Romance,4
00457.jpg,train,Horror,3
00458.jpg,train,Animation,1
00459.jpg,train,Action,0
00460.jpg,train,Action,0
00461.jpg,train,Documentary,2
00462.jpg,train,Horror,3
00463.jpg,train,Animation,1
00464.jpg,train,Horror,3
00465.jpg,train,Animation,1
00466.jpg,train,Documentary,2
00467.jpg,train,Romance,4
00468.jpg,train,Romance,4
00469.jpg,train,Romance,4
00470.jpg,train,Action,0
00471.jpg,train,Horror,3
00472.jpg,train,Documentary,2
00473.jpg,train,Horror,3
00474.jpg,train,Horror,3
00475.jpg,train,Horror,3
00476.jpg,train,Romance,4
00477.jpg,train,Horror,3
00478.jpg,train,Horror,3
00479.jpg,train,Documentary,2
00480.jpg,train,Animation,1
00481.jpg,train,Horror,3
00482.jpg,train,Horror,3
00483.jpg,train,Romance,4
00484.jpg,train,Romance,4
00485.jpg,train,Documentary,2
00486.jpg,train,Horror,3
00487.jpg,train,Animation,1
00488.jpg,train,Animation,1
00489.jpg,train,Action,0
00490.jpg,train,Animation,1
00491.jpg,train,Animation,1
00492.jpg,train,Action,0
00493.jpg,train,Documentary,2
00494.jpg,train,Romance,4
00495.jpg,train,Documentary,2
00496.jpg,train,Romance,4
00497.jpg,train,Animation,1
00498.jpg,train,Horror,3
00499.jpg,train,Animation,1
00500.jpg,train,Romance,4
00501.jpg,train,Animation,1
00502.jpg,train,Animation,1
00503.jpg,train,Action,0
00504.jpg,train,Animation,1
00505.jpg,train,Horror,3
00506.jpg,train,Romance,4
00507.jpg,train,Documentary,2
00508.jpg,train,Action,0
00509.jpg,train,Animation,1
00510.jpg,train,Romance,4
00511.jpg,train,Horror,3
00512.jpg,train,Horror,3
00513.jpg,train,Horror,3
00514.jpg,train,Romance,4
00515.jpg,train,Animation,1
00516.jpg,train,Documentary,2
00517.jpg,train,Horror,3
00518.jpg,train,Animation,1
00519.jpg,train,Documentary,2
00520.jpg,train,Action,0
00521.jpg,train,Documentary,2
00522.jpg,train,Animation,1
00523.jpg,train,Animation,1
00524.jpg,train,Horror,3
00525.jpg,train,Horror,3
00526.jpg,train,Horror,3
00527.jpg,train,Action,0
00528.jpg,train,Action,0
00529.jpg,train,Romance,4
00530.jpg,train,Documentary,2
00531.jpg,train,Animation,1
00532.jpg,train,Horror,3
00533.jpg,train,Action,0
00534.jpg,train,Documentary,2
00535.jpg,train,Horror,3
00536.jpg,train,Romance,4
00537.jpg,train,Action,0
00538.jpg,train,Animation,1
00539.jpg,train,Romance,4
00540.jpg,train,Animation,1
00541.jpg,train,Romance,4
00542.jpg,train,Animation,1
00543.jpg,train,Action,0
00544.jpg,train,Horror,3
00545.jpg,train,Action,0
00546.jpg,train,Horror,3
00547.jpg,train,Animation,1
00548.jpg,train,Romance,4
00549.jpg,train,Animation,1
00550.jpg,train,Horror,3
00551.jpg,train,Animation,1
00552.jpg,train,Animation,1
00553.jpg,train,Romance,4
00554.jpg,train,Romance,4
00555.jpg,train,Romance,4
00556.jpg,train,Animation,1
00557.jpg,train,Horror,3
00558.jpg,train,Horror,3
00559.jpg,train,Documentary,2
00560.jpg,train,Animation,1
00561.jpg,train,Documentary,2
00562.jpg,train,Action,0
00563.jpg,train,Documentary,2
00564.jpg,train,Action,0
00565.jpg,train,Action,0
00566.jpg,train,Action,0
00567.jpg,train,Animation,1
00568.jpg,train,Horror,3
00569.jpg,train,Action,0
00570.jpg,train,Documentary,2
00571.jpg,train,Action,0
00572.jpg,train,Documentary,2
00573.jpg,train,Romance,4
00574.jpg,train,Action,0
00575.jpg,train,Horror,3
00576.jpg,train,Romance,4
00577.jpg,train,Horror,3
00578.jpg,train,Action,0
00579.jpg,train,Romance,4
00580.jpg,train,Horror,3
00581.jpg,train,Documentary,2
00582.jpg,train,Documentary,2
00583.jpg,train,Animation,1
00584.jpg,train,Romance,4
00585.jpg,train,Action,0
00586.jpg,train,Animation,1
00587.jpg,train,Action,0
00588.jpg,train,Romance,4
00589.jpg,train,Animation,1
00590.jpg,train,Action,0
00591.jpg,train,Horror,3
00592.jpg,train,Action,0
00593.jpg,train,Animation,1
00594.jpg,train,Animation,1
00595.jpg,train,Documentary,2
00596.jpg,train,Documentary,2
00597.jpg,train,Animation,1
00598.jpg,train,Romance,4
00599.jpg,train,Action,0
00600.jpg,train,Horror,3
00601.jpg,train,Action,0
00602.jpg,train,Horror,3
00603.jpg,train,Romance,4
00604.jpg,train,Horror,3
00605.jpg,train,Animation,1
00606.jpg,train,Action,0
00607.jpg,train,Action,0
00608.jpg,train,Action,0
00609.jpg,train,Action,0
00610.jpg,train,Horror,3
00611.jpg,train,Documentary,2
00612.jpg,train,Action,0
00613.jpg,train,Horror,3
00614.jpg,train,Documentary,2
00615.jpg,train,Animation,1
00616.jpg,train,Romance,4
00617.jpg,train,Documentary,2
00618.jpg,train,Action,0
00619.jpg,train,Horror,3
00620.jpg,train,Animation,1
00621.jpg,train,Horror,3
00622.jpg,train,Action,0
00623.jpg,train,Action,0
00624.jpg,train,Animation,1
00625.jpg,train,Animation,1
00626.jpg,train,Animation,1
00627.jpg,train,Horror,3
00628.jpg,train,Animation,1
00629.jpg,train,Documentary,2
00630.jpg,train,Animation,1
00631.jpg,train,Animation,1
00632.jpg,train,Horror,3
00633.jpg,train,Documentary,2
00634.jpg,train,Animation,1
00635.jpg,train,Action,0
00636.jpg,train,Action,0
00637.jpg,train,Romance,4
00638.jpg,train,Horror,3
00639.jpg,train,Romance,4
00640.jpg,train,Horror,3
00641.jpg,train,Documentary,2
00642.jpg,train,Animation,1
00643.jpg,train,Action,0
00644.jpg,train,Horror,3
00645.jpg,train,Romance,4
00646.jpg,train,Animation,1
00647.jpg,train,Animation,1
00648.jpg,train,Romance,4
00649.jpg,train,Romance,4
00650.jpg,train,Horror,3
00651.jpg,train,Documentary,2
00652.jpg,train,Romance,4
00653.jpg,train,Animation,1
00654.jpg,train,Animation,1
00655.jpg,train,Romance,4
00656.jpg,train,Action,0
00657.jpg,train,Animation,1
00658.jpg,train,Action,0
00659.jpg,train,Romance,4
00660.jpg,train,Horror,3
00661.jpg,train,Animation,1
00662.jpg,train,Animation,1
00663.jpg,train,Romance,4
00664.jpg,train,Romance,4
00665.jpg,train,Documentary,2
00666.jpg,train,Animation,1
00667.jpg,train,Action,0
00668.jpg,train,Documentary,2
00669.jpg,train,Animation,1
00670.jpg,train,Animation,1
00671.jpg,train,Horror,3
00672.jpg,train,Action,0
00673.jpg,train,Documentary,2
00674.jpg,train,Horror,3
00675.jpg,train,Documentary,2
00676.jpg,train,Documentary,2
00677.jpg,train,Documentary,2
00678.jpg,train,Horror,3
00679.jpg,train,Documentary,2
00680.jpg,train,Documentary,2
00681.jpg,train,Action,0
00682.jpg,train,Horror,3
00683.jpg,train,Action,0
00684.jpg,train,Romance,4
00685.jpg,train,Horror,3
00686.jpg,train,Documentary,2
00687.jpg,train,Documentary,2
00688.jpg,train,Documentary,2
00689.jpg,train,Action,0
00690.jpg,train,Romance,4
00691.jpg,train,Horror,3
00692.jpg,train,Romance,4
00693.jpg,train,Horror,3
00694.jpg,train,Action,0
00695.jpg,train,Action,0
00696.jpg,train,Documentary,2
00697.jpg,train,Documentary,2
00698.jpg,train,Animation,1
00699.jpg,train,Documentary,2
00700.jpg,train,Documentary,2
00701.jpg,train,Horror,3
00702.jpg,train,Documentary,2
00703.jpg,train,Action,0
00704.jpg,train,Romance,4
00705.jpg,train,Animation,1
00706.jpg,train,Romance,4
00707.jpg,train,Horror,3
00708.jpg,train,Romance,4
00709.jpg,train,Horror,3
00710.jpg,train,Documentary,2
00711.jpg,train,Documentary,2
00712.jpg,train,Action,0
00713.jpg,train,Romance,4
00714.jpg,train,Animation,1
00715.jpg,train,Action,0
00716.jpg,train,Documentary,2
00717.jpg,train,Romance,4
00718.jpg,train,Animation,1
00719.jpg,train,Horror,3
00720.jpg,train,Horror,3
00721.jpg,train,Action,0
00722.jpg,train,Romance,4
00723.jpg,train,Horror,3
00724.jpg,train,Action,0
00725.jpg,train,Animation,1
00726.jpg,train,Action,0
00727.jpg,train,Horror,3
00728.jpg,train,Animation,1
00729.jpg,train,Documentary,2
00730.jpg,train,Horror,3
00731.jpg,train,Action,0
00732.jpg,train,Animation,1
00733.jpg,train,Documentary,2
00734.jpg,train,Horror,3
00735.jpg,train,Documentary,2
00736.jpg,train,Romance,4
00737.jpg,train,Animation,1
00738.jpg,train,Documentary,2
00739.jpg,train,Romance,4
00740.jpg,train,Horror,3
00741.jpg,train,Animation,1
00742.jpg,train,Documentary,2
00743.jpg,train,Animation,1
00744.jpg,train,Action,0
00745.jpg,train,Romance,4
00746.jpg,train,Action,0
00747.jpg,train,Horror,3
00748.jpg,train,Romance,4
00749.jpg,train,Horror,3
00750.jpg,train,Documentary,2
00751.jpg,train,Romance,4
00752.jpg,train,Documentary,2
00753.jpg,train,Action,0
00754.jpg,train,Animation,1
00755.jpg,train,Action,0
00756.jpg,train,Romance,4
00757.jpg,train,Documentary,2
00758.jpg,train,Action,0
00759.jpg,train,Romance,4
00760.jpg,train,Action,0
00761.jpg,train,Horror,3
00762.jpg,train,Horror,3
00763.jpg,train,Horror,3
00764.jpg,train,Documentary,2
00765.jpg,train,Animation,1
00766.jpg,train,Documentary,2
00767.jpg,train,Action,0
00768.jpg,train,Romance,4
00769.jpg,train,Action,0
00770.jpg,train,Horror,3
00771.jpg,train,Horror,3
00772.jpg,train,Documentary,2
00773.jpg,train,Horror,3
00774.jpg,train,Romance,4
00775.jpg,train,Romance,4
00776.jpg,train,Romance,4
00777.jpg,train,Action,0
00778.jpg,train,Action,0
00779.jpg,train,Romance,4
00780.jpg,train,Animation,1
00781.jpg,train,Documentary,2
00782.jpg,train,Action,0
00783.jpg,train,Romance,4
00784.jpg,train,Animation,1
00785.jpg,train,Documentary,2
00786.jpg,train,Documentary,2
00787.jpg,train,Animation,1
00788.jpg,train,Horror,3
00789.jpg,train,Action,0
00790.jpg,train,Action,0
00791.jpg,train,Romance,4
00792.jpg,train,Action,0
00793.jpg,train,Documentary,2
00794.jpg,train,Documentary,2
00795.jpg,train,Documentary,2
00796.jpg,train,Documentary,2
00797.jpg,train,Animation,1
00798.jpg,train,Romance,4
00799.jpg,train,Romance,4
00800.jpg,train,Romance,4
00801.jpg,train,Action,0
00802.jpg,train,Romance,4
00803.jpg,train,Documentary,2
00804.jpg,train,Animation,1
00805.jpg,train,Action,0
00806.jpg,train,Romance,4
00807.jpg,train,Horror,3
00808.jpg,train,Horror,3
00809.jpg,train,Action,0
00810.jpg,train,Action,0
00811.jpg,train,Animation,1
00812.jpg,train,Romance,4
00813.jpg,train,Romance,4
00814.jpg,train,Horror,3
00815.jpg,train,Documentary,2
00816.jpg,train,Documentary,2
00817.jpg,train,Romance,4
00818.jpg,train,Romance,4
00819.jpg,train,Horror,3
00820.jpg,train,Animation,1
00821.jpg,train,Animation,1
00822.jpg,train,Action,0
00823.jpg,train,Action,0
00824.jpg,train,Horror,3
00825.jpg,train,Action,0
00826.jpg,train,Documentary,2
00827.jpg,train,Action,0
00828.jpg,train,Horror,3
00829.jpg,train,Horror,3
00830.jpg,train,Animation,1
00831.jpg,train,Horror,3
00832.jpg,train,Action,0
00833.jpg,train,Animation,1
00834.jpg,train,Documentary,2
00835.jpg,train,Romance,4
00836.jpg,train,Horror,3
00837.jpg,train,Action,0
00838.jpg,train,Animation,1
00839.jpg,train,Romance,4
00840.jpg,train,Romance,4
00841.jpg,train,Horror,3
00842.jpg,train,Horror,3
00843.jpg,train,Romance,4
00844.jpg,train,Action,0
00845.jpg,train,Romance,4
00846.jpg,train,Action,0
00847.jpg,train,Animation,1
00848.jpg,train,Action,0
00849.jpg,train,Romance,4
00850.jpg,train,Documentary,2
00851.jpg,train,Action,0
00852.jpg,train,Horror,3
00853.jpg,train,Animation,1
00854.jpg,train,Action,0
00855.jpg,train,Romance,4
00856.jpg,train,Horror,3
00857.jpg,train,Documentary,2
00858.jpg,train,Horror,3
00859.jpg,train,Action,0
00860.jpg,train,Animation,1
00861.jpg,train,Horror,3
00862.jpg,train,Romance,4
00863.jpg,train,Romance,4
00864.jpg,train,Documentary,2
00865.jpg,train,Animation,1
00866.jpg,train,Documentary,2
00867.jpg,train,Animation,1
00868.jpg,train,Documentary,2
00869.jpg,train,Action,0
00870.jpg,train,Action,0
00871.jpg,train,Animation,1
00872.jpg,train,Horror,3
00873.jpg,train,Action,0
00874.jpg,train,Action,0
00875.jpg,train,Action,0
00876.jpg,train,Documentary,2
00877.jpg,train,Horror,3
00878.jpg,train,Romance,4
00879.jpg,train,Animation,1
00880.jpg,train,Animation,1
00881.jpg,train,Romance,4
00882.jpg,train,Animation,1
00883.jpg,train,Documentary,2
00884.jpg,train,Documentary,2
00885.jpg,train,Action,0
00886.jpg,train,Horror,3
00887.jpg,train,Action,0
00888.jpg,train,Romance,4
00889.jpg,train,Documentary,2
00890.jpg,train,Documentary,2
00891.jpg,train,Romance,4
00892.jpg,train,Horror,3
00893.jpg,train,Animation,1
00894.jpg,train,Horror,3
00895.jpg,train,Romance,4
00896.jpg,train,Documentary,2
00897.jpg,train,Horror,3
00898.jpg,train,Romance,4
00899.jpg,train,Documentary,2
00900.jpg,train,Horror,3
00901.jpg,train,Animation,1
00902.jpg,train,Romance,4
00903.jpg,train,Documentary,2
00904.jpg,train,Documentary,2
00905.jpg,train,Animation,1
00906.jpg,train,Romance,4
00907.jpg,train,Documentary,2
00908.jpg,train,Horror,3
00909.jpg,train,Horror,3
00910.jpg,train,Romance,4
00911.jpg,train,Animation,1
00912.jpg,train,Animation,1
00913.jpg,train,Action,0
00914.jpg,train,Documentary,2
00915.jpg,train,Documentary,2
00916.jpg,train,Action,0
00917.jpg,train,Horror,3
00918.jpg,train,Romance,4
00919.jpg,train,Animation,1
00920.jpg,train,Romance,4
00921.jpg,train,Action,0
00922.jpg,train,Romance,4
00923.jpg,train,Documentary,2
00924.jpg,train,Horror,3
00925.jpg,train,Horror,3
00926.jpg,train,Animation,1
00927.jpg,train,Documentary,2
00928.jpg,train,Action,0
00929.jpg,train,Documentary,2
